"Week","Year","Industry","Revenue","Source"
"Week 48","2021","PETRO&CHEMICALS",651.21938,"CPKC"
"Week 48","2021","RTMs TOTAL",3610.56612,"CPKC"
"Week 49","2021","AUTOMOTIVE",80.76914,"CPKC"
"Week 49","2021","COAL",444.32061,"CPKC"
"Week 49","2021","FOREST PRODUCTS",184.0608,"CPKC"
"Week 49","2021","GRAIN & FERTS",1125.37245,"CPKC"
"Week 49","2021","INTERMODAL",660.59069,"CPKC"
"Week 49","2021","METALS&MINERALS",394.26447,"CPKC"
"Week 49","2021","PETRO&CHEMICALS",784.32285,"CPKC"
"Week 49","2021","RTMs TOTAL",3921.77957,"CPKC"
"Week 50","2021","AUTOMOTIVE",69.36045,"CPKC"
"Week 50","2021","COAL",505.93149,"CPKC"
"Week 50","2021","FOREST PRODUCTS",201.47634,"CPKC"
"Week 50","2021","GRAIN & FERTS",1193.05839,"CPKC"
"Week 50","2021","INTERMODAL",580.4629,"CPKC"
"Week 50","2021","METALS&MINERALS",379.79576,"CPKC"
"Week 50","2021","PETRO&CHEMICALS",706.99747,"CPKC"
"Week 50","2021","RTMs TOTAL",3997.39613,"CPKC"
"Week 51","2021","AUTOMOTIVE",62.58562,"CPKC"
"Week 51","2021","COAL",441.4974,"CPKC"
"Week 51","2021","FOREST PRODUCTS",167.73825,"CPKC"
"Week 51","2021","GRAIN & FERTS",996.48986,"CPKC"
"Week 51","2021","INTERMODAL",563.57662,"CPKC"
"Week 51","2021","METALS&MINERALS",333.50797,"CPKC"
"Week 51","2021","PETRO&CHEMICALS",668.01941,"CPKC"
"Week 51","2021","RTMs TOTAL",3526.97866,"CPKC"
"Week 52","2021","AUTOMOTIVE",42.52687,"CPKC"
"Week 52","2021","COAL",355.5598,"CPKC"
"Week 52","2021","FOREST PRODUCTS",152.88557,"CPKC"
"Week 52","2021","GRAIN & FERTS",885.10254,"CPKC"
"Week 52","2021","INTERMODAL",415.27926,"CPKC"
"Week 52","2021","METALS&MINERALS",289.84614,"CPKC"
"Week 52","2021","PETRO&CHEMICALS",601.79805,"CPKC"
"Week 52","2021","RTMs TOTAL",3055.39542,"CPKC"
"Week 1","2022","AUTOMOTIVE",49.56161,"CPKC"
"Week 1","2022","COAL",234.24702,"CPKC"
"Week 1","2022","FOREST PRODUCTS",183.41192,"CPKC"
"Week 1","2022","GRAIN & FERTS",932.34898,"CPKC"
"Week 1","2022","INTERMODAL",466.51966,"CPKC"
"Week 1","2022","METALS&MINERALS",287.29884,"CPKC"
"Week 1","2022","PETRO&CHEMICALS",629.51561,"CPKC"
"Week 1","2022","RTMs TOTAL",3023.97881,"CPKC"
"Week 2","2022","AUTOMOTIVE",58.42851,"CPKC"
"Week 2","2022","COAL",395.55161,"CPKC"
"Week 2","2022","FOREST PRODUCTS",181.02764,"CPKC"
"Week 2","2022","GRAIN & FERTS",1020.17722,"CPKC"
"Week 2","2022","INTERMODAL",603.63707,"CPKC"
"Week 2","2022","METALS&MINERALS",359.90199,"CPKC"
"Week 2","2022","PETRO&CHEMICALS",751.78331,"CPKC"
"Week 2","2022","RTMs TOTAL",3612.70833,"CPKC"
"Week 3","2022","AUTOMOTIVE",61.59752,"CPKC"
"Week 3","2022","COAL",441.44334,"CPKC"
"Week 3","2022","FOREST PRODUCTS",190.21429,"CPKC"
"Week 3","2022","GRAIN & FERTS",1209.73967,"CPKC"
"Week 3","2022","INTERMODAL",587.73488,"CPKC"
"Week 3","2022","METALS&MINERALS",351.76073,"CPKC"
"Week 3","2022","PETRO&CHEMICALS",657.35439,"CPKC"
"Week 3","2022","RTMs TOTAL",3722.47588,"CPKC"
"Week 4","2022","AUTOMOTIVE",72.1948,"CPKC"
"Week 4","2022","COAL",510.8352,"CPKC"
"Week 4","2022","FOREST PRODUCTS",187.876,"CPKC"
"Week 4","2022","GRAIN & FERTS",1100.2052,"CPKC"
"Week 4","2022","INTERMODAL",608.7066,"CPKC"
"Week 4","2022","METALS&MINERALS",375.2379,"CPKC"
"Week 4","2022","PETRO&CHEMICALS",745.0142,"CPKC"
"Week 4","2022","RTMs TOTAL",3967.9706,"CPKC"
"Week 5","2022","AUTOMOTIVE",67.63849,"CPKC"
"Week 5","2022","COAL",467.5502,"CPKC"
"Week 5","2022","FOREST PRODUCTS",165.28544,"CPKC"
"Week 5","2022","GRAIN & FERTS",949.8313,"CPKC"
"Week 5","2022","INTERMODAL",659.57828,"CPKC"
"Week 5","2022","METALS&MINERALS",362.41068,"CPKC"
"Week 5","2022","PETRO&CHEMICALS",684.80583,"CPKC"
"Week 5","2022","RTMs TOTAL",3650.60572,"CPKC"
"Week 6","2022","AUTOMOTIVE",64.98561,"CPKC"
"Week 6","2022","COAL",516.69056,"CPKC"
"Week 6","2022","FOREST PRODUCTS",182.28304,"CPKC"
"Week 6","2022","GRAIN & FERTS",1089.28369,"CPKC"
"Week 6","2022","INTERMODAL",628.99595,"CPKC"
"Week 6","2022","METALS&MINERALS",352.92144,"CPKC"
"Week 6","2022","PETRO&CHEMICALS",743.43799,"CPKC"
"Week 6","2022","RTMs TOTAL",3953.45995,"CPKC"
"Week 7","2022","AUTOMOTIVE",62.75098,"CPKC"
"Week 7","2022","COAL",541.77863,"CPKC"
"Week 7","2022","FOREST PRODUCTS",194.19831,"CPKC"
"Week 7","2022","GRAIN & FERTS",1130.40843,"CPKC"
"Week 7","2022","INTERMODAL",625.14186,"CPKC"
"Week 7","2022","METALS&MINERALS",340.54044,"CPKC"
"Week 7","2022","PETRO&CHEMICALS",738.17913,"CPKC"
"Week 7","2022","RTMs TOTAL",3968.81148,"CPKC"
"Week 8","2022","AUTOMOTIVE",67.31375,"CPKC"
"Week 8","2022","COAL",534.54393,"CPKC"
"Week 8","2022","FOREST PRODUCTS",177.5335,"CPKC"
"Week 8","2022","GRAIN & FERTS",1079.00851,"CPKC"
"Week 8","2022","INTERMODAL",577.68683,"CPKC"
"Week 8","2022","METALS&MINERALS",349.48164,"CPKC"
"Week 8","2022","PETRO&CHEMICALS",719.74704,"CPKC"
"Week 8","2022","RTMs TOTAL",3773.51344,"CPKC"
"Week 9","2022","AUTOMOTIVE",84.76222,"CPKC"
"Week 9","2022","COAL",497.06677,"CPKC"
"Week 9","2022","FOREST PRODUCTS",167.81801,"CPKC"
"Week 9","2022","GRAIN & FERTS",1205.21772,"CPKC"
"Week 9","2022","INTERMODAL",695.72951,"CPKC"
"Week 9","2022","METALS&MINERALS",363.14352,"CPKC"
"Week 9","2022","PETRO&CHEMICALS",756.36885,"CPKC"
"Week 9","2022","RTMs TOTAL",4090.42403,"CPKC"
"Week 10","2022","AUTOMOTIVE",78.83625,"CPKC"
"Week 10","2022","COAL",454.39827,"CPKC"
"Week 10","2022","FOREST PRODUCTS",176.46057,"CPKC"
"Week 10","2022","GRAIN & FERTS",1070.85338,"CPKC"
"Week 10","2022","INTERMODAL",640.71482,"CPKC"
"Week 10","2022","METALS&MINERALS",368.19756,"CPKC"
"Week 10","2022","PETRO&CHEMICALS",702.66326,"CPKC"
"Week 10","2022","RTMs TOTAL",3770.12262,"CPKC"
"Week 11","2022","AUTOMOTIVE",71.36736,"CPKC"
"Week 11","2022","COAL",518.6714,"CPKC"
"Week 11","2022","FOREST PRODUCTS",160.71491,"CPKC"
"Week 11","2022","GRAIN & FERTS",1013.87817,"CPKC"
"Week 11","2022","INTERMODAL",532.31755,"CPKC"
"Week 11","2022","METALS&MINERALS",358.52195,"CPKC"
"Week 11","2022","PETRO&CHEMICALS",605.91554,"CPKC"
"Week 11","2022","RTMs TOTAL",3549.55994,"CPKC"
"Week 12","2022","AUTOMOTIVE",75.8395,"CPKC"
"Week 12","2022","COAL",384.92261,"CPKC"
"Week 12","2022","FOREST PRODUCTS",148.4272,"CPKC"
"Week 12","2022","GRAIN & FERTS",936.1118,"CPKC"
"Week 12","2022","INTERMODAL",457.4365,"CPKC"
"Week 12","2022","METALS&MINERALS",376.2809,"CPKC"
"Week 12","2022","PETRO&CHEMICALS",630.32186,"CPKC"
"Week 12","2022","RTMs TOTAL",3121.94275,"CPKC"
"Week 13","2022","AUTOMOTIVE",83.97301,"CPKC"
"Week 13","2022","COAL",496.63117,"CPKC"
"Week 13","2022","FOREST PRODUCTS",188.02914,"CPKC"
"Week 13","2022","GRAIN & FERTS",1160.85484,"CPKC"
"Week 13","2022","INTERMODAL",708.7917,"CPKC"
"Week 13","2022","METALS&MINERALS",363.35837,"CPKC"
"Week 13","2022","PETRO&CHEMICALS",741.27876,"CPKC"
"Week 13","2022","RTMs TOTAL",4123.32558,"CPKC"
"Week 14","2022","AUTOMOTIVE",71.38148,"CPKC"
"Week 14","2022","COAL",541.07178,"CPKC"
"Week 14","2022","FOREST PRODUCTS",191.00103,"CPKC"
"Week 14","2022","GRAIN & FERTS",1056.5995,"CPKC"
"Week 14","2022","INTERMODAL",701.54579,"CPKC"
"Week 14","2022","METALS&MINERALS",413.10523,"CPKC"
"Week 14","2022","PETRO&CHEMICALS",715.2334,"CPKC"
"Week 14","2022","RTMs TOTAL",4000.8542,"CPKC"
"Week 15","2022","AUTOMOTIVE",75.82611,"CPKC"
"Week 15","2022","COAL",451.73569,"CPKC"
"Week 15","2022","FOREST PRODUCTS",178.96087,"CPKC"
"Week 15","2022","GRAIN & FERTS",989.36852,"CPKC"
"Week 15","2022","INTERMODAL",668.99016,"CPKC"
"Week 15","2022","METALS&MINERALS",347.71371,"CPKC"
"Week 15","2022","PETRO&CHEMICALS",715.1566,"CPKC"
"Week 15","2022","RTMs TOTAL",3744.60711,"CPKC"
"Week 16","2022","AUTOMOTIVE",86.13356,"CPKC"
"Week 16","2022","COAL",510.26113,"CPKC"
"Week 16","2022","FOREST PRODUCTS",187.6021,"CPKC"
"Week 16","2022","GRAIN & FERTS",1200.69456,"CPKC"
"Week 16","2022","INTERMODAL",670.01506,"CPKC"
"Week 16","2022","METALS&MINERALS",403.80339,"CPKC"
"Week 16","2022","PETRO&CHEMICALS",723.35398,"CPKC"
"Week 16","2022","RTMs TOTAL",4109.01646,"CPKC"
"Week 17","2022","AUTOMOTIVE",88.52794,"CPKC"
"Week 17","2022","COAL",351.92078,"CPKC"
"Week 17","2022","FOREST PRODUCTS",196.23916,"CPKC"
"Week 17","2022","GRAIN & FERTS",1029.8875,"CPKC"
"Week 17","2022","INTERMODAL",712.23479,"CPKC"
"Week 17","2022","METALS&MINERALS",416.18139,"CPKC"
"Week 17","2022","PETRO&CHEMICALS",708.52088,"CPKC"
"Week 17","2022","RTMs TOTAL",3990.64273,"CPKC"
"Week 18","2022","AUTOMOTIVE",72.01128,"CPKC"
"Week 18","2022","COAL",399.95092,"CPKC"
"Week 18","2022","FOREST PRODUCTS",180.05631,"CPKC"
"Week 18","2022","GRAIN & FERTS",976.07168,"CPKC"
"Week 18","2022","INTERMODAL",688.11514,"CPKC"
"Week 18","2022","METALS&MINERALS",384.73563,"CPKC"
"Week 18","2022","PETRO&CHEMICALS",648.0046,"CPKC"
"Week 18","2022","RTMs TOTAL",3811.93564,"CPKC"
"Week 19","2022","AUTOMOTIVE",77.87765,"CPKC"
"Week 19","2022","COAL",364.69222,"CPKC"
"Week 19","2022","FOREST PRODUCTS",187.12678,"CPKC"
"Week 19","2022","GRAIN & FERTS",906.76292,"CPKC"
"Week 19","2022","INTERMODAL",740.1775,"CPKC"
"Week 19","2022","METALS&MINERALS",387.90701,"CPKC"
"Week 19","2022","PETRO&CHEMICALS",686.37993,"CPKC"
"Week 19","2022","RTMs TOTAL",3772.62199,"CPKC"
"Week 20","2022","AUTOMOTIVE",79.2121,"CPKC"
"Week 20","2022","COAL",359.0074,"CPKC"
"Week 20","2022","FOREST PRODUCTS",194.2019,"CPKC"
"Week 20","2022","GRAIN & FERTS",1010.3777,"CPKC"
"Week 20","2022","INTERMODAL",769.5419,"CPKC"
"Week 20","2022","METALS&MINERALS",396.6926,"CPKC"
"Week 20","2022","PETRO&CHEMICALS",696.8151,"CPKC"
"Week 20","2022","RTMs TOTAL",3924.4516,"CPKC"
"Week 21","2022","AUTOMOTIVE",70.95184,"CPKC"
"Week 21","2022","COAL",451.12463,"CPKC"
"Week 21","2022","FOREST PRODUCTS",187.88317,"CPKC"
"Week 21","2022","GRAIN & FERTS",1012.9938,"CPKC"
"Week 21","2022","INTERMODAL",773.13881,"CPKC"
"Week 21","2022","METALS&MINERALS",427.00472,"CPKC"
"Week 21","2022","PETRO&CHEMICALS",738.62879,"CPKC"
"Week 21","2022","RTMs TOTAL",4158.00831,"CPKC"
"Week 22","2022","AUTOMOTIVE",72.44025,"CPKC"
"Week 22","2022","COAL",515.84415,"CPKC"
"Week 22","2022","FOREST PRODUCTS",190.44826,"CPKC"
"Week 22","2022","GRAIN & FERTS",1026.02143,"CPKC"
"Week 22","2022","INTERMODAL",687.50945,"CPKC"
"Week 22","2022","METALS&MINERALS",408.87335,"CPKC"
"Week 22","2022","PETRO&CHEMICALS",696.21158,"CPKC"
"Week 22","2022","RTMs TOTAL",4045.16379,"CPKC"
"Week 23","2022","AUTOMOTIVE",68.91548,"CPKC"
"Week 23","2022","COAL",501.29371,"CPKC"
"Week 23","2022","FOREST PRODUCTS",197.61522,"CPKC"
"Week 23","2022","GRAIN & FERTS",1042.86694,"CPKC"
"Week 23","2022","INTERMODAL",791.04828,"CPKC"
"Week 23","2022","METALS&MINERALS",424.15846,"CPKC"
"Week 23","2022","PETRO&CHEMICALS",725.83678,"CPKC"
"Week 23","2022","RTMs TOTAL",4207.67474,"CPKC"
"Week 24","2022","AUTOMOTIVE",66.37375,"CPKC"
"Week 24","2022","COAL",473.90693,"CPKC"
"Week 24","2022","FOREST PRODUCTS",190.08231,"CPKC"
"Week 24","2022","GRAIN & FERTS",1032.0185,"CPKC"
"Week 24","2022","INTERMODAL",684.49194,"CPKC"
"Week 24","2022","METALS&MINERALS",416.43159,"CPKC"
"Week 24","2022","PETRO&CHEMICALS",686.75601,"CPKC"
"Week 24","2022","RTMs TOTAL",3961.93513,"CPKC"
"Week 25","2022","AUTOMOTIVE",69.41412,"CPKC"
"Week 25","2022","COAL",458.51056,"CPKC"
"Week 25","2022","FOREST PRODUCTS",192.50519,"CPKC"
"Week 25","2022","GRAIN & FERTS",1023.26195,"CPKC"
"Week 25","2022","INTERMODAL",720.21065,"CPKC"
"Week 25","2022","METALS&MINERALS",429.70457,"CPKC"
"Week 25","2022","PETRO&CHEMICALS",721.52514,"CPKC"
"Week 25","2022","RTMs TOTAL",3939.72421,"CPKC"
"Week 26","2022","AUTOMOTIVE",62.46655,"CPKC"
"Week 26","2022","COAL",472.79454,"CPKC"
"Week 26","2022","FOREST PRODUCTS",165.1234,"CPKC"
"Week 26","2022","GRAIN & FERTS",978.73526,"CPKC"
"Week 26","2022","INTERMODAL",732.83036,"CPKC"
"Week 26","2022","METALS&MINERALS",424.10853,"CPKC"
"Week 26","2022","PETRO&CHEMICALS",716.30561,"CPKC"
"Week 26","2022","RTMs TOTAL",4162.78941,"CPKC"
"Week 27","2022","AUTOMOTIVE",71.64242,"CPKC"
"Week 27","2022","COAL",420.18546,"CPKC"
"Week 27","2022","FOREST PRODUCTS",172.15358,"CPKC"
"Week 27","2022","GRAIN & FERTS",880.11451,"CPKC"
"Week 27","2022","INTERMODAL",644.75274,"CPKC"
"Week 27","2022","METALS&MINERALS",407.68665,"CPKC"
"Week 27","2022","PETRO&CHEMICALS",740.38272,"CPKC"
"Week 27","2022","RTMs TOTAL",3768.58588,"CPKC"
"Week 28","2022","AUTOMOTIVE",67.69548,"CPKC"
"Week 28","2022","COAL",405.91474,"CPKC"
"Week 28","2022","FOREST PRODUCTS",190.21171,"CPKC"
"Week 28","2022","GRAIN & FERTS",722.50615,"CPKC"
"Week 28","2022","INTERMODAL",694.41577,"CPKC"
"Week 28","2022","METALS&MINERALS",436.27715,"CPKC"
"Week 28","2022","PETRO&CHEMICALS",743.92011,"CPKC"
"Week 28","2022","RTMs TOTAL",3602.10561,"CPKC"
"Week 29","2022","AUTOMOTIVE",63.8413,"CPKC"
"Week 29","2022","COAL",374.1597,"CPKC"
"Week 29","2022","FOREST PRODUCTS",189.03717,"CPKC"
"Week 29","2022","GRAIN & FERTS",939.64057,"CPKC"
"Week 29","2022","INTERMODAL",753.3777,"CPKC"
"Week 29","2022","METALS&MINERALS",430.50476,"CPKC"
"Week 29","2022","PETRO&CHEMICALS",763.96476,"CPKC"
"Week 29","2022","RTMs TOTAL",3955.95272,"CPKC"
"Week 30","2022","AUTOMOTIVE",72.61112,"CPKC"
"Week 30","2022","COAL",432.63545,"CPKC"
"Week 30","2022","FOREST PRODUCTS",196.08149,"CPKC"
"Week 30","2022","GRAIN & FERTS",859.29025,"CPKC"
"Week 30","2022","INTERMODAL",738.62448,"CPKC"
"Week 30","2022","METALS&MINERALS",442.08902,"CPKC"
"Week 30","2022","PETRO&CHEMICALS",753.36116,"CPKC"
"Week 30","2022","RTMs TOTAL",3918.94102,"CPKC"
"Week 31","2022","AUTOMOTIVE",77.88197,"CPKC"
"Week 31","2022","COAL",417.62135,"CPKC"
"Week 31","2022","FOREST PRODUCTS",190.86396,"CPKC"
"Week 31","2022","GRAIN & FERTS",824.2904,"CPKC"
"Week 31","2022","INTERMODAL",704.59256,"CPKC"
"Week 31","2022","METALS&MINERALS",395.234,"CPKC"
"Week 31","2022","PETRO&CHEMICALS",735.5463,"CPKC"
"Week 31","2022","RTMs TOTAL",3773.54994,"CPKC"
"Week 32","2022","AUTOMOTIVE",68.4209,"CPKC"
"Week 32","2022","COAL",439.14103,"CPKC"
"Week 32","2022","FOREST PRODUCTS",195.02246,"CPKC"
"Week 32","2022","GRAIN & FERTS",805.65159,"CPKC"
"Week 32","2022","INTERMODAL",712.28824,"CPKC"
"Week 32","2022","METALS&MINERALS",404.4423,"CPKC"
"Week 32","2022","PETRO&CHEMICALS",752.52726,"CPKC"
"Week 32","2022","RTMs TOTAL",3744.2644,"CPKC"
"Week 33","2022","AUTOMOTIVE",66.78634,"CPKC"
"Week 33","2022","COAL",499.96499,"CPKC"
"Week 33","2022","FOREST PRODUCTS",189.3618,"CPKC"
"Week 33","2022","GRAIN & FERTS",855.72033,"CPKC"
"Week 33","2022","INTERMODAL",750.70451,"CPKC"
"Week 33","2022","METALS&MINERALS",410.24705,"CPKC"
"Week 33","2022","PETRO&CHEMICALS",671.7315,"CPKC"
"Week 33","2022","RTMs TOTAL",3844.31584,"CPKC"
"Week 34","2022","AUTOMOTIVE",68.19682,"CPKC"
"Week 34","2022","COAL",467.31977,"CPKC"
"Week 34","2022","FOREST PRODUCTS",192.9118,"CPKC"
"Week 34","2022","GRAIN & FERTS",903.38403,"CPKC"
"Week 34","2022","INTERMODAL",799.96038,"CPKC"
"Week 34","2022","METALS&MINERALS",393.39294,"CPKC"
"Week 34","2022","PETRO&CHEMICALS",738.75637,"CPKC"
"Week 34","2022","RTMs TOTAL",3912.25842,"CPKC"
"Week 35","2022","AUTOMOTIVE",83.95677,"CPKC"
"Week 35","2022","COAL",486.93737,"CPKC"
"Week 35","2022","FOREST PRODUCTS",200.78013,"CPKC"
"Week 35","2022","GRAIN & FERTS",889.74334,"CPKC"
"Week 35","2022","INTERMODAL",780.47956,"CPKC"
"Week 35","2022","METALS&MINERALS",446.43068,"CPKC"
"Week 35","2022","PETRO&CHEMICALS",744.3301,"CPKC"
"Week 35","2022","RTMs TOTAL",3994.12227,"CPKC"
"Week 36","2022","AUTOMOTIVE",77.11777,"CPKC"
"Week 36","2022","COAL",471.66039,"CPKC"
"Week 36","2022","FOREST PRODUCTS",127.26454,"CPKC"
"Week 36","2022","GRAIN & FERTS",1047.78059,"CPKC"
"Week 36","2022","INTERMODAL",674.34627,"CPKC"
"Week 36","2022","METALS&MINERALS",375.55746,"CPKC"
"Week 36","2022","PETRO&CHEMICALS",733.83852,"CPKC"
"Week 36","2022","RTMs TOTAL",3869.08597,"CPKC"
"Week 37","2022","AUTOMOTIVE",65.90844,"CPKC"
"Week 37","2022","COAL",496.26557,"CPKC"
"Week 37","2022","FOREST PRODUCTS",177.66083,"CPKC"
"Week 37","2022","GRAIN & FERTS",1195.82559,"CPKC"
"Week 37","2022","INTERMODAL",754.22037,"CPKC"
"Week 37","2022","METALS&MINERALS",432.78594,"CPKC"
"Week 37","2022","PETRO&CHEMICALS",757.19181,"CPKC"
"Week 37","2022","RTMs TOTAL",4252.76756,"CPKC"
"Week 38","2022","AUTOMOTIVE",65.10413,"CPKC"
"Week 38","2022","COAL",370.26701,"CPKC"
"Week 38","2022","FOREST PRODUCTS",185.21533,"CPKC"
"Week 38","2022","GRAIN & FERTS",1259.00676,"CPKC"
"Week 38","2022","INTERMODAL",711.39306,"CPKC"
"Week 38","2022","METALS&MINERALS",410.3506,"CPKC"
"Week 38","2022","PETRO&CHEMICALS",657.0787,"CPKC"
"Week 38","2022","RTMs TOTAL",3995.83834,"CPKC"
"Week 39","2022","AUTOMOTIVE",75.17032,"CPKC"
"Week 39","2022","COAL",358.58116,"CPKC"
"Week 39","2022","FOREST PRODUCTS",184.57824,"CPKC"
"Week 39","2022","GRAIN & FERTS",1395.65762,"CPKC"
"Week 39","2022","INTERMODAL",733.70092,"CPKC"
"Week 39","2022","METALS&MINERALS",395.58741,"CPKC"
"Week 39","2022","PETRO&CHEMICALS",677.86293,"CPKC"
"Week 39","2022","RTMs TOTAL",4277.48378,"CPKC"
"Week 40","2022","AUTOMOTIVE",81.99256,"CPKC"
"Week 40","2022","COAL",363.48779,"CPKC"
"Week 40","2022","FOREST PRODUCTS",184.97976,"CPKC"
"Week 40","2022","GRAIN & FERTS",1315.27488,"CPKC"
"Week 40","2022","INTERMODAL",780.25715,"CPKC"
"Week 40","2022","METALS&MINERALS",383.02728,"CPKC"
"Week 40","2022","PETRO&CHEMICALS",777.36393,"CPKC"
"Week 40","2022","RTMs TOTAL",4092.27461,"CPKC"
"Week 41","2022","AUTOMOTIVE",77.10344,"CPKC"
"Week 41","2022","COAL",315.36563,"CPKC"
"Week 41","2022","FOREST PRODUCTS",172.05557,"CPKC"
"Week 41","2022","GRAIN & FERTS",1468.08628,"CPKC"
"Week 41","2022","INTERMODAL",835.52179,"CPKC"
"Week 41","2022","METALS&MINERALS",379.82508,"CPKC"
"Week 41","2022","PETRO&CHEMICALS",731.03534,"CPKC"
"Week 41","2022","RTMs TOTAL",4352.5871,"CPKC"
"Week 42","2022","AUTOMOTIVE",73.89463,"CPKC"
"Week 42","2022","COAL",428.60682,"CPKC"
"Week 42","2022","FOREST PRODUCTS",166.37928,"CPKC"
"Week 42","2022","GRAIN & FERTS",1505.79862,"CPKC"
"Week 42","2022","INTERMODAL",840.50657,"CPKC"
"Week 42","2022","METALS&MINERALS",394.90576,"CPKC"
"Week 42","2022","PETRO&CHEMICALS",722.81629,"CPKC"
"Week 42","2022","RTMs TOTAL",4415.03417,"CPKC"
"Week 43","2022","AUTOMOTIVE",74.36799,"CPKC"
"Week 43","2022","COAL",383.57724,"CPKC"
"Week 43","2022","FOREST PRODUCTS",155.59895,"CPKC"
"Week 43","2022","GRAIN & FERTS",1431.92995,"CPKC"
"Week 43","2022","INTERMODAL",626.65465,"CPKC"
"Week 43","2022","METALS&MINERALS",409.74525,"CPKC"
"Week 43","2022","PETRO&CHEMICALS",776.38602,"CPKC"
"Week 43","2022","RTMs TOTAL",4068.69671,"CPKC"
"Week 44","2022","AUTOMOTIVE",70.76926,"CPKC"
"Week 44","2022","COAL",417.44549,"CPKC"
"Week 44","2022","FOREST PRODUCTS",169.63616,"CPKC"
"Week 44","2022","GRAIN & FERTS",1395.22521,"CPKC"
"Week 44","2022","INTERMODAL",620.00887,"CPKC"
"Week 44","2022","METALS&MINERALS",439.1831,"CPKC"
"Week 44","2022","PETRO&CHEMICALS",735.57989,"CPKC"
"Week 44","2022","RTMs TOTAL",4184.12543,"CPKC"
"Week 45","2022","AUTOMOTIVE",66.03461,"CPKC"
"Week 45","2022","COAL",347.24975,"CPKC"
"Week 45","2022","FOREST PRODUCTS",183.01338,"CPKC"
"Week 45","2022","GRAIN & FERTS",1301.74093,"CPKC"
"Week 45","2022","INTERMODAL",721.48237,"CPKC"
"Week 45","2022","METALS&MINERALS",371.76386,"CPKC"
"Week 45","2022","PETRO&CHEMICALS",717.51578,"CPKC"
"Week 45","2022","RTMs TOTAL",4036.5904,"CPKC"
"Week 46","2022","AUTOMOTIVE",73.42701,"CPKC"
"Week 46","2022","COAL",337.75061,"CPKC"
"Week 46","2022","FOREST PRODUCTS",182.22927,"CPKC"
"Week 46","2022","GRAIN & FERTS",1457.87097,"CPKC"
"Week 46","2022","INTERMODAL",700.45216,"CPKC"
"Week 46","2022","METALS&MINERALS",421.74447,"CPKC"
"Week 46","2022","PETRO&CHEMICALS",726.79974,"CPKC"
"Week 46","2022","RTMs TOTAL",4240.98146,"CPKC"
"Week 47","2022","AUTOMOTIVE",78.7034,"CPKC"
"Week 47","2022","COAL",408.3872,"CPKC"
"Week 47","2022","FOREST PRODUCTS",186.7632,"CPKC"
"Week 47","2022","GRAIN & FERTS",1480.4946,"CPKC"
"Week 47","2022","INTERMODAL",702.7157,"CPKC"
"Week 47","2022","METALS&MINERALS",363.6644,"CPKC"
"Week 47","2022","PETRO&CHEMICALS",708.7664,"CPKC"
"Week 47","2022","RTMs TOTAL",4232.877,"CPKC"
"Week 48","2022","AUTOMOTIVE",69.10065,"CPKC"
"Week 48","2022","COAL",344.80512,"CPKC"
"Week 48","2022","FOREST PRODUCTS",192.01408,"CPKC"
"Week 48","2022","GRAIN & FERTS",1525.28624,"CPKC"
"Week 48","2022","INTERMODAL",656.19199,"CPKC"
"Week 48","2022","METALS&MINERALS",385.56636,"CPKC"
"Week 48","2022","PETRO&CHEMICALS",722.27607,"CPKC"
"Week 48","2022","RTMs TOTAL",4256.78029,"CPKC"
"Week 49","2022","AUTOMOTIVE",75.57204,"CPKC"
"Week 49","2022","COAL",375.43849,"CPKC"
"Week 49","2022","FOREST PRODUCTS",190.3241,"CPKC"
"Week 49","2022","GRAIN & FERTS",1371.19926,"CPKC"
"Week 49","2022","INTERMODAL",690.8971,"CPKC"
"Week 49","2022","METALS&MINERALS",411.48703,"CPKC"
"Week 49","2022","PETRO&CHEMICALS",751.42015,"CPKC"
"Week 49","2022","RTMs TOTAL",4098.68798,"CPKC"
"Week 50","2022","AUTOMOTIVE",62.77927,"CPKC"
"Week 50","2022","COAL",469.14623,"CPKC"
"Week 50","2022","FOREST PRODUCTS",179.33629,"CPKC"
"Week 50","2022","GRAIN & FERTS",1391.03292,"CPKC"
"Week 50","2022","INTERMODAL",676.18254,"CPKC"
"Week 50","2022","METALS&MINERALS",363.98366,"CPKC"
"Week 50","2022","PETRO&CHEMICALS",761.19563,"CPKC"
"Week 50","2022","RTMs TOTAL",4296.33738,"CPKC"
"Week 51","2022","AUTOMOTIVE",51.24986,"CPKC"
"Week 51","2022","COAL",234.24333,"CPKC"
"Week 51","2022","FOREST PRODUCTS",165.36828,"CPKC"
"Week 51","2022","GRAIN & FERTS",1202.15356,"CPKC"
"Week 51","2022","INTERMODAL",470.11947,"CPKC"
"Week 51","2022","METALS&MINERALS",328.94304,"CPKC"
"Week 51","2022","PETRO&CHEMICALS",677.75814,"CPKC"
"Week 51","2022","RTMs TOTAL",3409.70222,"CPKC"
"Week 52","2022","AUTOMOTIVE",43.28735,"CPKC"
"Week 52","2022","COAL",318.56417,"CPKC"
"Week 52","2022","FOREST PRODUCTS",135.78272,"CPKC"
"Week 52","2022","GRAIN & FERTS",840.44882,"CPKC"
"Week 52","2022","INTERMODAL",476.51291,"CPKC"
"Week 52","2022","METALS&MINERALS",291.46453,"CPKC"
"Week 52","2022","PETRO&CHEMICALS",711.52101,"CPKC"
