"Week","Year","Industry","Revenue","Source"
"Week 46","2022","GRAIN & FERTS",1442.28141,"CN"
"Week 46","2022","INTERMODAL",1051.35771,"CN"
"Week 46","2022","METALS&MINERALS",572.1997,"CN"
"Week 46","2022","PETRO&CHEMICALS",819.47908,"CN"
"Week 46","2022","RTMs TOTAL",4866.09946,"CN"
"Week 47","2022","AUTOMOTIVE",51.46491,"CN"
"Week 47","2022","COAL",524.22871,"CN"
"Week 47","2022","FOREST PRODUCTS",474.17004,"CN"
"Week 47","2022","GRAIN & FERTS",1402.47859,"CN"
"Week 47","2022","INTERMODAL",978.20555,"CN"
"Week 47","2022","METALS&MINERALS",478.86316,"CN"
"Week 47","2022","PETRO&CHEMICALS",839.8517,"CN"
"Week 47","2022","RTMs TOTAL",4749.26267,"CN"
"Week 48","2022","AUTOMOTIVE",54.72376,"CN"
"Week 48","2022","COAL",403.93307,"CN"
"Week 48","2022","FOREST PRODUCTS",465.23954,"CN"
"Week 48","2022","GRAIN & FERTS",1437.69475,"CN"
"Week 48","2022","INTERMODAL",1044.07092,"CN"
"Week 48","2022","METALS&MINERALS",482.12482,"CN"
"Week 48","2022","PETRO&CHEMICALS",878.433,"CN"
"Week 48","2022","RTMs TOTAL",4766.21986,"CN"
"Week 49","2022","AUTOMOTIVE",53.0279,"CN"
"Week 49","2022","COAL",499.8028,"CN"
"Week 49","2022","FOREST PRODUCTS",469.3615,"CN"
"Week 49","2022","GRAIN & FERTS",1282.6093,"CN"
"Week 49","2022","INTERMODAL",1003.688,"CN"
"Week 49","2022","METALS&MINERALS",577.7256,"CN"
"Week 49","2022","PETRO&CHEMICALS",804.5412,"CN"
"Week 49","2022","RTMs TOTAL",4690.7564,"CN"
"Week 50","2022","AUTOMOTIVE",53.68344,"CN"
"Week 50","2022","COAL",417.91065,"CN"
"Week 50","2022","FOREST PRODUCTS",453.52263,"CN"
"Week 50","2022","GRAIN & FERTS",1407.21806,"CN"
"Week 50","2022","INTERMODAL",1004.36019,"CN"
"Week 50","2022","METALS&MINERALS",506.82071,"CN"
"Week 50","2022","PETRO&CHEMICALS",843.1554,"CN"
"Week 50","2022","RTMs TOTAL",4686.67107,"CN"
"Week 51","2022","AUTOMOTIVE",48.4321,"CN"
"Week 51","2022","COAL",213.7917,"CN"
"Week 51","2022","FOREST PRODUCTS",355.7452,"CN"
"Week 51","2022","GRAIN & FERTS",1059.9007,"CN"
"Week 51","2022","INTERMODAL",710.3545,"CN"
"Week 51","2022","METALS&MINERALS",373.471,"CN"
"Week 51","2022","PETRO&CHEMICALS",711.5637,"CN"
"Week 51","2022","RTMs TOTAL",3473.259,"CN"
"Week 52","2022","AUTOMOTIVE",32.95535,"CN"
"Week 52","2022","COAL",272.11873,"CN"
"Week 52","2022","FOREST PRODUCTS",307.73157,"CN"
"Week 52","2022","GRAIN & FERTS",976.60348,"CN"
"Week 52","2022","INTERMODAL",752.63757,"CN"
"Week 52","2022","METALS&MINERALS",401.64127,"CN"
"Week 52","2022","PETRO&CHEMICALS",782.92678,"CN"
"Week 52","2022","RTMs TOTAL",3526.61475,"CN"
"Week 1","2023","AUTOMOTIVE",37.93882,"CN"
"Week 1","2023","COAL",405.80437,"CN"
"Week 1","2023","FOREST PRODUCTS",410.18116,"CN"
"Week 1","2023","GRAIN & FERTS",1216.25084,"CN"
"Week 1","2023","INTERMODAL",837.27088,"CN"
"Week 1","2023","METALS&MINERALS",448.90206,"CN"
"Week 1","2023","PETRO&CHEMICALS",802.02446,"CN"
"Week 1","2023","RTMs TOTAL",4158.3726,"CN"
"Week 2","2023","AUTOMOTIVE",55.06247,"CN"
"Week 2","2023","COAL",445.2486,"CN"
"Week 2","2023","FOREST PRODUCTS",476.50217,"CN"
"Week 2","2023","GRAIN & FERTS",1439.03994,"CN"
"Week 2","2023","INTERMODAL",1040.81258,"CN"
"Week 2","2023","METALS&MINERALS",566.07816,"CN"
"Week 2","2023","PETRO&CHEMICALS",861.02337,"CN"
"Week 2","2023","RTMs TOTAL",4883.76728,"CN"
"Week 3","2023","AUTOMOTIVE",55.83831,"CN"
"Week 3","2023","COAL",454.39047,"CN"
"Week 3","2023","FOREST PRODUCTS",459.08141,"CN"
"Week 3","2023","GRAIN & FERTS",1327.12937,"CN"
"Week 3","2023","INTERMODAL",901.44172,"CN"
"Week 3","2023","METALS&MINERALS",628.6122,"CN"
"Week 3","2023","PETRO&CHEMICALS",898.02007,"CN"
"Week 3","2023","RTMs TOTAL",4724.51355,"CN"
"Week 4","2023","AUTOMOTIVE",54.16426,"CN"
"Week 4","2023","COAL",424.99318,"CN"
"Week 4","2023","FOREST PRODUCTS",475.22364,"CN"
"Week 4","2023","GRAIN & FERTS",1325.42952,"CN"
"Week 4","2023","INTERMODAL",1045.1687,"CN"
"Week 4","2023","METALS&MINERALS",586.10216,"CN"
"Week 4","2023","PETRO&CHEMICALS",897.15607,"CN"
"Week 4","2023","RTMs TOTAL",4808.23752,"CN"
"Week 5","2023","AUTOMOTIVE",52.3617,"CN"
"Week 5","2023","COAL",457.0549,"CN"
"Week 5","2023","FOREST PRODUCTS",457.1544,"CN"
"Week 5","2023","GRAIN & FERTS",1283.9768,"CN"
"Week 5","2023","INTERMODAL",962.6725,"CN"
"Week 5","2023","METALS&MINERALS",462.2113,"CN"
"Week 5","2023","PETRO&CHEMICALS",847.6564,"CN"
"Week 5","2023","RTMs TOTAL",4523.088,"CN"
"Week 6","2023","AUTOMOTIVE",47.94644,"CN"
"Week 6","2023","COAL",443.66206,"CN"
"Week 6","2023","FOREST PRODUCTS",441.93746,"CN"
"Week 6","2023","GRAIN & FERTS",1433.15379,"CN"
"Week 6","2023","INTERMODAL",971.23032,"CN"
"Week 6","2023","METALS&MINERALS",579.86624,"CN"
"Week 6","2023","PETRO&CHEMICALS",900.71521,"CN"
"Week 6","2023","RTMs TOTAL",4818.51152,"CN"
"Week 7","2023","AUTOMOTIVE",50.60047,"CN"
"Week 7","2023","COAL",458.08641,"CN"
"Week 7","2023","FOREST PRODUCTS",493.30054,"CN"
"Week 7","2023","GRAIN & FERTS",1399.13606,"CN"
"Week 7","2023","INTERMODAL",964.37393,"CN"
"Week 7","2023","METALS&MINERALS",624.57837,"CN"
"Week 7","2023","PETRO&CHEMICALS",902.49491,"CN"
"Week 7","2023","RTMs TOTAL",4892.57069,"CN"
"Week 8","2023","AUTOMOTIVE",48.27987,"CN"
"Week 8","2023","COAL",445.01451,"CN"
"Week 8","2023","FOREST PRODUCTS",455.21163,"CN"
"Week 8","2023","GRAIN & FERTS",1172.76876,"CN"
"Week 8","2023","INTERMODAL",922.79533,"CN"
"Week 8","2023","METALS&MINERALS",544.6897,"CN"
"Week 8","2023","PETRO&CHEMICALS",853.35705,"CN"
"Week 8","2023","RTMs TOTAL",4442.11684,"CN"
"Week 9","2023","AUTOMOTIVE",58.70141,"CN"
"Week 9","2023","COAL",449.40184,"CN"
"Week 9","2023","FOREST PRODUCTS",484.71674,"CN"
"Week 9","2023","GRAIN & FERTS",1356.47042,"CN"
"Week 9","2023","INTERMODAL",957.35901,"CN"
"Week 9","2023","METALS&MINERALS",576.21126,"CN"
"Week 9","2023","PETRO&CHEMICALS",836.81652,"CN"
"Week 9","2023","RTMs TOTAL",4719.67721,"CN"
"Week 10","2023","AUTOMOTIVE",56.80382,"CN"
"Week 10","2023","COAL",466.94445,"CN"
"Week 10","2023","FOREST PRODUCTS",480.16727,"CN"
"Week 10","2023","GRAIN & FERTS",1354.31108,"CN"
"Week 10","2023","INTERMODAL",968.24517,"CN"
"Week 10","2023","METALS&MINERALS",491.2314,"CN"
"Week 10","2023","PETRO&CHEMICALS",882.33416,"CN"
"Week 10","2023","RTMs TOTAL",4700.03735,"CN"
"Week 11","2023","AUTOMOTIVE",55.47081,"CN"
"Week 11","2023","COAL",445.58389,"CN"
"Week 11","2023","FOREST PRODUCTS",470.27794,"CN"
"Week 11","2023","GRAIN & FERTS",1408.21943,"CN"
"Week 11","2023","INTERMODAL",900.45145,"CN"
"Week 11","2023","METALS&MINERALS",550.93583,"CN"
"Week 11","2023","PETRO&CHEMICALS",797.4108,"CN"
"Week 11","2023","RTMs TOTAL",4628.35014,"CN"
"Week 12","2023","AUTOMOTIVE",51.61927,"CN"
"Week 12","2023","COAL",493.86976,"CN"
"Week 12","2023","FOREST PRODUCTS",502.27979,"CN"
"Week 12","2023","GRAIN & FERTS",1270.14674,"CN"
"Week 12","2023","INTERMODAL",960.94221,"CN"
"Week 12","2023","METALS&MINERALS",595.92879,"CN"
"Week 12","2023","PETRO&CHEMICALS",825.6272,"CN"
"Week 12","2023","RTMs TOTAL",4700.41376,"CN"
"Week 13","2023","AUTOMOTIVE",54.22481,"CN"
"Week 13","2023","COAL",551.95164,"CN"
"Week 13","2023","FOREST PRODUCTS",479.52673,"CN"
"Week 13","2023","GRAIN & FERTS",1196.99409,"CN"
"Week 13","2023","INTERMODAL",910.25017,"CN"
"Week 13","2023","METALS&MINERALS",510.43457,"CN"
"Week 13","2023","PETRO&CHEMICALS",817.22342,"CN"
"Week 13","2023","RTMs TOTAL",4520.60545,"CN"
"Week 14","2023","AUTOMOTIVE",56.65457,"CN"
"Week 14","2023","COAL",482.36734,"CN"
"Week 14","2023","FOREST PRODUCTS",436.47211,"CN"
"Week 14","2023","GRAIN & FERTS",1292.91225,"CN"
"Week 14","2023","INTERMODAL",902.8006,"CN"
"Week 14","2023","METALS&MINERALS",561.45232,"CN"
"Week 14","2023","PETRO&CHEMICALS",782.56963,"CN"
"Week 14","2023","RTMs TOTAL",4515.22883,"CN"
"Week 15","2023","AUTOMOTIVE",66.68812,"CN"
"Week 15","2023","COAL",540.11523,"CN"
"Week 15","2023","FOREST PRODUCTS",473.5198,"CN"
"Week 15","2023","GRAIN & FERTS",1301.73831,"CN"
"Week 15","2023","INTERMODAL",940.62033,"CN"
"Week 15","2023","METALS&MINERALS",508.72224,"CN"
"Week 15","2023","PETRO&CHEMICALS",817.2712,"CN"
"Week 15","2023","RTMs TOTAL",4648.67523,"CN"
"Week 16","2023","AUTOMOTIVE",57.64068,"CN"
"Week 16","2023","COAL",509.31485,"CN"
"Week 16","2023","FOREST PRODUCTS",496.74645,"CN"
"Week 16","2023","GRAIN & FERTS",1234.33734,"CN"
"Week 16","2023","INTERMODAL",998.08,"CN"
"Week 16","2023","METALS&MINERALS",556.57098,"CN"
"Week 16","2023","PETRO&CHEMICALS",819.60882,"CN"
"Week 16","2023","RTMs TOTAL",4672.29913,"CN"
"Week 17","2023","AUTOMOTIVE",60.34646,"CN"
"Week 17","2023","COAL",478.68781,"CN"
"Week 17","2023","FOREST PRODUCTS",467.36063,"CN"
"Week 17","2023","GRAIN & FERTS",1141.2963,"CN"
"Week 17","2023","INTERMODAL",974.68653,"CN"
"Week 17","2023","METALS&MINERALS",493.25621,"CN"
"Week 17","2023","PETRO&CHEMICALS",820.57128,"CN"
"Week 17","2023","RTMs TOTAL",4436.20522,"CN"
"Week 18","2023","AUTOMOTIVE",61.5455,"CN"
"Week 18","2023","COAL",423.7907,"CN"
"Week 18","2023","FOREST PRODUCTS",440.6305,"CN"
"Week 18","2023","GRAIN & FERTS",989.3644,"CN"
"Week 18","2023","INTERMODAL",956.7313,"CN"
"Week 18","2023","METALS&MINERALS",507.2899,"CN"
"Week 18","2023","PETRO&CHEMICALS",773.4328,"CN"
"Week 18","2023","RTMs TOTAL",4152.7852,"CN"
"Week 19","2023","AUTOMOTIVE",67.51182,"CN"
"Week 19","2023","COAL",451.77392,"CN"
"Week 19","2023","FOREST PRODUCTS",440.21668,"CN"
"Week 19","2023","GRAIN & FERTS",1083.42234,"CN"
"Week 19","2023","INTERMODAL",970.36812,"CN"
"Week 19","2023","METALS&MINERALS",502.86146,"CN"
"Week 19","2023","PETRO&CHEMICALS",828.46617,"CN"
"Week 19","2023","RTMs TOTAL",4344.62051,"CN"
"Week 20","2023","AUTOMOTIVE",65.06272,"CN"
"Week 20","2023","COAL",453.24484,"CN"
"Week 20","2023","FOREST PRODUCTS",457.63245,"CN"
"Week 20","2023","GRAIN & FERTS",980.15553,"CN"
"Week 20","2023","INTERMODAL",1026.62678,"CN"
"Week 20","2023","METALS&MINERALS",385.20223,"CN"
"Week 20","2023","PETRO&CHEMICALS",787.25275,"CN"
"Week 20","2023","RTMs TOTAL",4155.1773,"CN"
"Week 21","2023","AUTOMOTIVE",56.37722,"CN"
"Week 21","2023","COAL",440.67189,"CN"
"Week 21","2023","FOREST PRODUCTS",412.85479,"CN"
"Week 21","2023","GRAIN & FERTS",1077.29379,"CN"
"Week 21","2023","INTERMODAL",1035.41264,"CN"
"Week 21","2023","METALS&MINERALS",484.14155,"CN"
"Week 21","2023","PETRO&CHEMICALS",802.07113,"CN"
"Week 21","2023","RTMs TOTAL",4308.82301,"CN"
"Week 22","2023","AUTOMOTIVE",62.03624,"CN"
"Week 22","2023","COAL",476.87852,"CN"
"Week 22","2023","FOREST PRODUCTS",430.28098,"CN"
"Week 22","2023","GRAIN & FERTS",813.42862,"CN"
"Week 22","2023","INTERMODAL",999.11679,"CN"
"Week 22","2023","METALS&MINERALS",538.39707,"CN"
"Week 22","2023","PETRO&CHEMICALS",777.80025,"CN"
"Week 22","2023","RTMs TOTAL",4097.93847,"CN"
"Week 23","2023","AUTOMOTIVE",58.20234,"CN"
"Week 23","2023","COAL",398.31427,"CN"
"Week 23","2023","FOREST PRODUCTS",422.24189,"CN"
"Week 23","2023","GRAIN & FERTS",967.52262,"CN"
"Week 23","2023","INTERMODAL",947.37279,"CN"
"Week 23","2023","METALS&MINERALS",477.2291,"CN"
"Week 23","2023","PETRO&CHEMICALS",822.03014,"CN"
"Week 23","2023","RTMs TOTAL",4092.91316,"CN"
"Week 24","2023","AUTOMOTIVE",58.53853,"CN"
"Week 24","2023","COAL",427.37451,"CN"
"Week 24","2023","FOREST PRODUCTS",432.67251,"CN"
"Week 24","2023","GRAIN & FERTS",876.19443,"CN"
"Week 24","2023","INTERMODAL",973.04719,"CN"
"Week 24","2023","METALS&MINERALS",600.15569,"CN"
"Week 24","2023","PETRO&CHEMICALS",775.02471,"CN"
"Week 24","2023","RTMs TOTAL",4143.00757,"CN"
"Week 25","2023","AUTOMOTIVE",58.37655,"CN"
"Week 25","2023","COAL",404.98078,"CN"
"Week 25","2023","FOREST PRODUCTS",428.67105,"CN"
"Week 25","2023","GRAIN & FERTS",867.74278,"CN"
"Week 25","2023","INTERMODAL",955.12516,"CN"
"Week 25","2023","METALS&MINERALS",550.05058,"CN"
"Week 25","2023","PETRO&CHEMICALS",788.17586,"CN"
"Week 25","2023","RTMs TOTAL",4053.12275,"CN"
"Week 26","2023","AUTOMOTIVE",61.8035,"CN"
"Week 26","2023","COAL",394.222,"CN"
"Week 26","2023","FOREST PRODUCTS",403.9478,"CN"
"Week 26","2023","GRAIN & FERTS",933.8632,"CN"
"Week 26","2023","INTERMODAL",896.8162,"CN"
"Week 26","2023","METALS&MINERALS",627.0244,"CN"
"Week 26","2023","PETRO&CHEMICALS",794.9735,"CN"
"Week 26","2023","RTMs TOTAL",4112.6505,"CN"
"Week 27","2023","AUTOMOTIVE",60.31971,"CN"
"Week 27","2023","COAL",378.01248,"CN"
"Week 27","2023","FOREST PRODUCTS",409.99958,"CN"
"Week 27","2023","GRAIN & FERTS",1008.84911,"CN"
"Week 27","2023","INTERMODAL",415.02924,"CN"
"Week 27","2023","METALS&MINERALS",582.29863,"CN"
"Week 27","2023","PETRO&CHEMICALS",749.46327,"CN"
"Week 27","2023","RTMs TOTAL",3603.97201,"CN"
"Week 28","2023","AUTOMOTIVE",57.7613,"CN"
"Week 28","2023","COAL",491.3195,"CN"
"Week 28","2023","FOREST PRODUCTS",455.7238,"CN"
"Week 28","2023","GRAIN & FERTS",949.9319,"CN"
"Week 28","2023","INTERMODAL",580.8811,"CN"
"Week 28","2023","METALS&MINERALS",608.2941,"CN"
"Week 28","2023","PETRO&CHEMICALS",727.0587,"CN"
"Week 28","2023","RTMs TOTAL",3870.9704,"CN"
"Week 29","2023","AUTOMOTIVE",63.90952,"CN"
"Week 29","2023","COAL",373.24144,"CN"
"Week 29","2023","FOREST PRODUCTS",420.97247,"CN"
"Week 29","2023","GRAIN & FERTS",1151.17473,"CN"
"Week 29","2023","INTERMODAL",942.40288,"CN"
"Week 29","2023","METALS&MINERALS",667.50933,"CN"
"Week 29","2023","PETRO&CHEMICALS",796.22568,"CN"
"Week 29","2023","RTMs TOTAL",4415.43606,"CN"
"Week 30","2023","AUTOMOTIVE",55.36837,"CN"
"Week 30","2023","COAL",391.07596,"CN"
"Week 30","2023","FOREST PRODUCTS",451.10719,"CN"
"Week 30","2023","GRAIN & FERTS",1117.11426,"CN"
"Week 30","2023","INTERMODAL",924.87832,"CN"
"Week 30","2023","METALS&MINERALS",514.34435,"CN"
"Week 30","2023","PETRO&CHEMICALS",758.57504,"CN"
"Week 30","2023","RTMs TOTAL",4212.4635,"CN"
"Week 31","2023","AUTOMOTIVE",61.79966,"CN"
"Week 31","2023","COAL",446.8617,"CN"
"Week 31","2023","FOREST PRODUCTS",427.60654,"CN"
"Week 31","2023","GRAIN & FERTS",1008.96702,"CN"
"Week 31","2023","INTERMODAL",964.09893,"CN"
"Week 31","2023","METALS&MINERALS",558.08617,"CN"
"Week 31","2023","PETRO&CHEMICALS",803.66263,"CN"
"Week 31","2023","RTMs TOTAL",4271.08265,"CN"
"Week 32","2023","AUTOMOTIVE",67.42313,"CN"
"Week 32","2023","COAL",365.06004,"CN"
"Week 32","2023","FOREST PRODUCTS",414.57112,"CN"
"Week 32","2023","GRAIN & FERTS",901.4597,"CN"
"Week 32","2023","INTERMODAL",871.61591,"CN"
"Week 32","2023","METALS&MINERALS",624.73493,"CN"
"Week 32","2023","PETRO&CHEMICALS",826.93603,"CN"
"Week 32","2023","RTMs TOTAL",4071.80086,"CN"
"Week 33","2023","AUTOMOTIVE",61.88697,"CN"
"Week 33","2023","COAL",411.55973,"CN"
"Week 33","2023","FOREST PRODUCTS",433.43206,"CN"
"Week 33","2023","GRAIN & FERTS",986.2618,"CN"
"Week 33","2023","INTERMODAL",959.27767,"CN"
"Week 33","2023","METALS&MINERALS",592.99948,"CN"
"Week 33","2023","PETRO&CHEMICALS",797.39188,"CN"
"Week 33","2023","RTMs TOTAL",4242.80959,"CN"
"Week 34","2023","AUTOMOTIVE",60.22227,"CN"
"Week 34","2023","COAL",403.48587,"CN"
"Week 34","2023","FOREST PRODUCTS",458.18068,"CN"
"Week 34","2023","GRAIN & FERTS",1061.51446,"CN"
"Week 34","2023","INTERMODAL",859.92707,"CN"
"Week 34","2023","METALS&MINERALS",514.0632,"CN"
"Week 34","2023","PETRO&CHEMICALS",829.129,"CN"
"Week 34","2023","RTMs TOTAL",4186.52254,"CN"
"Week 35","2023","AUTOMOTIVE",60.39058,"CN"
"Week 35","2023","COAL",361.41435,"CN"
"Week 35","2023","FOREST PRODUCTS",476.7268,"CN"
"Week 35","2023","GRAIN & FERTS",1086.44076,"CN"
"Week 35","2023","INTERMODAL",845.41139,"CN"
"Week 35","2023","METALS&MINERALS",574.34883,"CN"
"Week 35","2023","PETRO&CHEMICALS",826.34678,"CN"
"Week 35","2023","RTMs TOTAL",4231.07949,"CN"
"Week 36","2023","AUTOMOTIVE",61.88646,"CN"
"Week 36","2023","COAL",476.12889,"CN"
"Week 36","2023","FOREST PRODUCTS",420.03667,"CN"
"Week 36","2023","GRAIN & FERTS",1117.4824,"CN"
"Week 36","2023","INTERMODAL",828.2407,"CN"
"Week 36","2023","METALS&MINERALS",570.16734,"CN"
"Week 36","2023","PETRO&CHEMICALS",825.47228,"CN"
"Week 36","2023","RTMs TOTAL",4299.41474,"CN"
"Week 37","2023","AUTOMOTIVE",64.13624,"CN"
"Week 37","2023","COAL",453.58617,"CN"
"Week 37","2023","FOREST PRODUCTS",452.45528,"CN"
"Week 37","2023","GRAIN & FERTS",1156.14704,"CN"
"Week 37","2023","INTERMODAL",918.25736,"CN"
"Week 37","2023","METALS&MINERALS",519.23125,"CN"
"Week 37","2023","PETRO&CHEMICALS",856.94078,"CN"
"Week 37","2023","RTMs TOTAL",4420.75412,"CN"
"Week 38","2023","AUTOMOTIVE",67.64856,"CN"
"Week 38","2023","COAL",420.53968,"CN"
"Week 38","2023","FOREST PRODUCTS",446.39435,"CN"
"Week 38","2023","GRAIN & FERTS",1355.80756,"CN"
"Week 38","2023","INTERMODAL",975.61885,"CN"
"Week 38","2023","METALS&MINERALS",530.45867,"CN"
"Week 38","2023","PETRO&CHEMICALS",816.49973,"CN"
"Week 38","2023","RTMs TOTAL",4612.96741,"CN"
"Week 39","2023","AUTOMOTIVE",71.64617,"CN"
"Week 39","2023","COAL",424.03642,"CN"
"Week 39","2023","FOREST PRODUCTS",425.69115,"CN"
"Week 39","2023","GRAIN & FERTS",1494.29549,"CN"
"Week 39","2023","INTERMODAL",903.24244,"CN"
"Week 39","2023","METALS&MINERALS",628.19115,"CN"
"Week 39","2023","PETRO&CHEMICALS",788.10277,"CN"
"Week 39","2023","RTMs TOTAL",4735.20559,"CN"
"Week 40","2023","AUTOMOTIVE",70.92261,"CN"
"Week 40","2023","COAL",407.12537,"CN"
"Week 40","2023","FOREST PRODUCTS",454.44032,"CN"
"Week 40","2023","GRAIN & FERTS",1465.01449,"CN"
"Week 40","2023","INTERMODAL",938.22675,"CN"
"Week 40","2023","METALS&MINERALS",597.15577,"CN"
"Week 40","2023","PETRO&CHEMICALS",810.64133,"CN"
"Week 40","2023","RTMs TOTAL",4743.52664,"CN"
"Week 41","2023","AUTOMOTIVE",61.30817,"CN"
"Week 41","2023","COAL",411.70983,"CN"
"Week 41","2023","FOREST PRODUCTS",415.06086,"CN"
"Week 41","2023","GRAIN & FERTS",1506.91807,"CN"
"Week 41","2023","INTERMODAL",864.74065,"CN"
"Week 41","2023","METALS&MINERALS",628.2775,"CN"
"Week 41","2023","PETRO&CHEMICALS",837.08477,"CN"
"Week 41","2023","RTMs TOTAL",4725.09987,"CN"
"Week 42","2023","AUTOMOTIVE",77.33359,"CN"
"Week 42","2023","COAL",420.31391,"CN"
"Week 42","2023","FOREST PRODUCTS",436.81902,"CN"
"Week 42","2023","GRAIN & FERTS",1569.08972,"CN"
"Week 42","2023","INTERMODAL",911.84275,"CN"
"Week 42","2023","METALS&MINERALS",573.95666,"CN"
"Week 42","2023","PETRO&CHEMICALS",839.25484,"CN"
"Week 42","2023","RTMs TOTAL",4828.61048,"CN"
"Week 43","2023","AUTOMOTIVE",71.16796,"CN"
"Week 43","2023","COAL",422.05682,"CN"
"Week 43","2023","FOREST PRODUCTS",413.95728,"CN"
"Week 43","2023","GRAIN & FERTS",1541.59335,"CN"
"Week 43","2023","INTERMODAL",924.6359,"CN"
"Week 43","2023","METALS&MINERALS",574.24861,"CN"
"Week 43","2023","PETRO&CHEMICALS",883.51841,"CN"
"Week 43","2023","RTMs TOTAL",4831.17832,"CN"
"Week 44","2023","AUTOMOTIVE",65.6916,"CN"
"Week 44","2023","COAL",466.1869,"CN"
"Week 44","2023","FOREST PRODUCTS",447.0521,"CN"
"Week 44","2023","GRAIN & FERTS",1507.2265,"CN"
"Week 44","2023","INTERMODAL",760.9747,"CN"
"Week 44","2023","METALS&MINERALS",535.512,"CN"
"Week 44","2023","PETRO&CHEMICALS",894.599,"CN"
"Week 44","2023","RTMs TOTAL",4677.2428,"CN"
"Week 45","2023","AUTOMOTIVE",63.64017,"CN"
"Week 45","2023","COAL",467.72138,"CN"
"Week 45","2023","FOREST PRODUCTS",431.28947,"CN"
"Week 45","2023","GRAIN & FERTS",1423.97561,"CN"
"Week 45","2023","INTERMODAL",965.85286,"CN"
"Week 45","2023","METALS&MINERALS",474.83861,"CN"
"Week 45","2023","PETRO&CHEMICALS",946.93563,"CN"
"Week 45","2023","RTMs TOTAL",4774.25372,"CN"
"Week 46","2023","AUTOMOTIVE",71.09287,"CN"
"Week 46","2023","COAL",449.01658,"CN"
"Week 46","2023","FOREST PRODUCTS",469.00432,"CN"
"Week 46","2023","GRAIN & FERTS",1526.80499,"CN"
"Week 46","2023","INTERMODAL",890.68457,"CN"
"Week 46","2023","METALS&MINERALS",555.82336,"CN"
"Week 46","2023","PETRO&CHEMICALS",925.71202,"CN"
"Week 46","2023","RTMs TOTAL",4888.13872,"CN"
"Week 47","2023","AUTOMOTIVE",65.22543,"CN"
"Week 47","2023","COAL",386.00406,"CN"
"Week 47","2023","FOREST PRODUCTS",464.85895,"CN"
"Week 47","2023","GRAIN & FERTS",1414.81408,"CN"
"Week 47","2023","INTERMODAL",908.04903,"CN"
"Week 47","2023","METALS&MINERALS",487.59617,"CN"
"Week 47","2023","PETRO&CHEMICALS",887.33978,"CN"
"Week 47","2023","RTMs TOTAL",4613.88751,"CN"
"Week 48","2023","AUTOMOTIVE",64.45179,"CN"
"Week 48","2023","COAL",459.34116,"CN"
"Week 48","2023","FOREST PRODUCTS",452.84102,"CN"
"Week 48","2023","GRAIN & FERTS",1286.85516,"CN"
"Week 48","2023","INTERMODAL",1021.39362,"CN"
"Week 48","2023","METALS&MINERALS",512.00927,"CN"
"Week 48","2023","PETRO&CHEMICALS",950.0743,"CN"
"Week 48","2023","RTMs TOTAL",4746.96632,"CN"
"Week 49","2023","AUTOMOTIVE",64.89319,"CN"
"Week 49","2023","COAL",413.78705,"CN"
"Week 49","2023","FOREST PRODUCTS",426.45299,"CN"
"Week 49","2023","GRAIN & FERTS",1328.84515,"CN"
"Week 49","2023","INTERMODAL",984.25071,"CN"
"Week 49","2023","METALS&MINERALS",480.5464,"CN"
"Week 49","2023","PETRO&CHEMICALS",945.47032,"CN"
"Week 49","2023","RTMs TOTAL",4644.24581,"CN"
"Week 50","2023","AUTOMOTIVE",77.60994,"CN"
"Week 50","2023","COAL",370.85458,"CN"
"Week 50","2023","FOREST PRODUCTS",437.59148,"CN"
"Week 50","2023","GRAIN & FERTS",1309.92742,"CN"
"Week 50","2023","INTERMODAL",999.25666,"CN"
"Week 50","2023","METALS&MINERALS",489.13018,"CN"
"Week 50","2023","PETRO&CHEMICALS",953.87813,"CN"
"Week 50","2023","RTMs TOTAL",4638.2484,"CN"
"Week 51","2023","AUTOMOTIVE",54.82399,"CN"
"Week 51","2023","COAL",352.28804,"CN"
"Week 51","2023","FOREST PRODUCTS",450.48192,"CN"
"Week 51","2023","GRAIN & FERTS",1274.00868,"CN"
"Week 51","2023","INTERMODAL",985.02644,"CN"
"Week 51","2023","METALS&MINERALS",519.41853,"CN"
"Week 51","2023","PETRO&CHEMICALS",1078.20025,"CN"
"Week 51","2023","RTMs TOTAL",4714.24786,"CN"
"Week 52","2023","AUTOMOTIVE",38.94016,"CN"
"Week 52","2023","COAL",363.77721,"CN"
"Week 52","2023","FOREST PRODUCTS",299.51857,"CN"
"Week 52","2023","GRAIN & FERTS",993.71548,"CN"
"Week 52","2023","INTERMODAL",756.39904,"CN"
"Week 52","2023","METALS&MINERALS",534.04841,"CN"
"Week 52","2023","PETRO&CHEMICALS",889.3749,"CN"
"Week 52","2023","RTMs TOTAL",3875.77377,"CN"
"Week 1","2024","AUTOMOTIVE",47.57699,"CN"
"Week 1","2024","COAL",419.04074,"CN"
"Week 1","2024","FOREST PRODUCTS",384.29126,"CN"
"Week 1","2024","GRAIN & FERTS",1131.46704,"CN"
"Week 1","2024","INTERMODAL",807.81939,"CN"
"Week 1","2024","METALS&MINERALS",376.57535,"CN"
"Week 1","2024","PETRO&CHEMICALS",928.68135,"CN"
"Week 1","2024","RTMs TOTAL",4095.45213,"CN"
"Week 2","2024","AUTOMOTIVE",46.8324,"CN"
"Week 2","2024","COAL",371.3637,"CN"
"Week 2","2024","FOREST PRODUCTS",412.0222,"CN"
