year,week_no,geo_zone,card_present,indexed_volume_current,yoy_vol_Growth,yoy_txn_Growth,ats_current,ATS_prior,ATS_YOY_Growth
2021,43,CANADA,CNP,1.4309301818803715,0.05206541284814026,0.02147006935896833,231.68147469969952,228.96994375944112,0.011842300765497717
2019,37,CANADA,CNP,1.0339345166849236,-0.06132951056106191,0.018995722206758756,238.17034685149076,259.2168182084174,-0.08119253797801308
2020,32,CANADA,CNP,1.058827430433223,-0.06136269260390339,0.02303070697972518,237.19144395711677,259.5838598974997,-0.0862627435666642
2022,43,CANADA,CNP,1.5606910025968088,0.08129859697400585,0.032094909759769454,236.95293959306588,231.6814746996994,0.022753070353161518
2020,16,CANADA,CNP,1.03845913298595,0.1137476615817707,0.16749550929858198,227.45001064089664,239.10862220047224,-0.04875864137513557
2019,48,CANADA,CNP,0.9737194587406427,0.03685117178294709,0.0869966420818824,235.87069340901084,246.4201736272434,-0.042810943856368765
2019,35,CANADA,CNP,1.259564112833023,0.1036340630576954,0.0639660951276111,260.83557257692723,248.37683836349916,0.05016061197781547
2019,24,CANADA,CNP,1.1371997894071288,0.04933607919907857,0.10364725710069043,260.4155602318416,268.8344138479873,-0.03131613060858412
2020,28,CANADA,CNP,1.2188422768433567,0.046397837132225034,0.07432649705317686,261.75473626373434,268.4148993197578,-0.02481294098391063
2019,20,CANADA,CNP,1.1153555398724464,0.09250498959869734,0.1604312722550365,256.8763786005793,266.44823784589977,-0.035923897724766896
2021,46,CANADA,CNP,1.4577451908729329,0.07308608273007168,0.012826778023293742,257.7485737841242,242.83812755624348,0.061400762631178274
2021,23,CANADA,CNP,1.3245257524972285,0.13664171323119007,0.10926087894862388,262.3615519894416,257.25594568678594,0.019846407394104773
2021,14,CANADA,CNP,1.5322497111089155,0.28018268377611555,0.07811649828152228,261.8077841429666,220.16804698296073,0.18912706784935274
2020,10,CANADA,CNP,0.878789606072463,-0.12317826529039502,0.050939628171604266,209.26222253871373,252.0557187282491,-0.16977792214138446
2022,13,CANADA,CNP,1.7660950368646495,0.011209435180821707,-0.059127996933568315,297.27042525434956,290.3814692979068,0.02372381396477916
2022,48,CANADA,CNP,1.1104635943483134,0.05621785550044784,-0.009067039901240833,234.85699518817125,231.16139006689698,0.015987121033511603
2021,37,CANADA,CNP,1.327250280168522,0.15278531246930468,0.1322744460963003,258.76926901368665,250.2123058940278,0.034198810042872084
2021,28,CANADA,CNP,1.3244011050621454,0.08483398406983236,0.0519910822602739,269.49182527859193,261.75473626373446,0.02955854448059296
2019,47,CANADA,CNP,0.6680647259805007,0.011761288548050282,0.10797276897032368,200.83162748152196,217.28596342617516,-0.07572664007007385
2020,33,CANADA,CNP,1.2504228929642287,0.11411848255757749,0.09165774841169809,252.667764539118,248.06370634979746,0.018559983066722
2020,18,CANADA,CNP,1.2081825260536725,0.0920055034424544,0.16383808613862902,244.7170293349967,260.0985010596798,-0.05913710252852934
2021,16,CANADA,CNP,1.3903171361013886,0.31072072273866125,0.21090265492715973,253.40282128110294,227.45001064089655,0.11410336085312964
2020,35,CANADA,CNP,1.40440678712273,0.11552203778105884,0.09093563846019975,267.86890495781114,260.8355725769273,0.02696462108828938
2022,37,CANADA,CNP,1.464852916570478,0.08154797639538658,0.06113465425078516,259.59377476873715,258.76926901368665,0.0031862583922470564
2022,11,CANADA,CNP,1.385489547504128,-0.08753047952568548,-0.11819211269913302,262.4218618171211,271.70304720830654,-0.03415929812546352
2020,39,CANADA,CNP,1.3085493254497131,0.02172836225577858,-0.010687062665528052,277.4290988102746,263.1290425710601,0.054346172127132795
2021,5,CANADA,CNP,1.3112322506057636,0.14474050444514694,0.017063670420226718,250.32935452145787,225.1165206761196,0.11199903840737027
2020,14,CANADA,CNP,1.1698916995976982,0.1159032799825075,0.30153334847501323,220.16804698296067,254.2699625872948,-0.1341169647304542
2020,23,CANADA,CNP,1.148262692306055,0.04741175036477061,0.08618321936166803,257.2559456867859,265.449629371495,-0.030867188265093118
2020,51,CANADA,CNP,1.1583284289406888,0.18740233127338538,0.2169422591605999,221.62006358480423,228.6800618091353,-0.030872819293811513
2020,19,CANADA,CNP,1.1711816899985918,0.010393152469115917,0.0697595331965055,257.0304426413276,268.87376877322754,-0.04404790465777555
2022,46,CANADA,CNP,1.6217956735707086,0.10667338497530379,0.0671468772947931,257.5942759730761,257.7485737841242,-0.0005986369149701404
2019,50,CANADA,CNP,1.12853213200072,0.028792678349378063,0.05070871536339404,249.8957065620216,258.9826905744311,-0.03508722529777694
2020,27,CANADA,CNP,1.0535372603190127,0.09928956168168045,0.15389626230170994,238.91431699874565,248.66378286411845,-0.03920742197789359
2019,21,CANADA,CNP,1.1955671567833956,0.03159072866898024,0.09260400697146175,282.9010113788771,290.96094313411766,-0.027701077912458297
2019,38,CANADA,CNP,1.0675376852872476,0.08321829136533974,0.16239655512020368,238.97775915612027,257.41795558953527,-0.07163523768644459
